time, Quad.IMU.AX
6.594705,-0.316333
6.599704,-0.792723
6.604704,-0.152910
6.609704,-1.079139
6.614703,-0.000750
6.619703,-1.878202
6.624702,-1.070169
6.629702,0.307171
6.634702,0.361796
6.639701,-0.142362
6.644701,-0.225572
6.649701,0.046978
6.654700,-0.275492
6.659700,-0.021483
6.664700,-0.078661
6.669699,0.899331
6.674699,-0.748871
6.679698,0.249422
6.684698,0.288124
6.689698,0.709494
6.694697,-0.177789
6.699697,0.755947
6.704697,0.966888
6.709696,0.118611
6.714696,0.749793
6.719696,-0.415148
6.724695,0.246146
6.729695,0.082572
6.734694,0.611211
6.739694,-0.553881
6.744694,-0.804188
6.749693,0.840672
6.754693,-0.407951
6.759693,-0.333135
6.764692,0.395455
6.769692,-0.030918
6.774692,0.597337
6.779691,0.118703
6.784691,-0.506977
6.789690,-0.662330
6.794690,-0.472529
6.799690,-0.258645
6.804689,0.418696
6.809689,0.038169
6.814689,0.679206
6.819688,-0.161630
6.824688,0.873541
6.829688,0.278425
6.834687,-0.125796
6.839687,-0.079853
6.844687,-1.089047
6.849686,-0.248731
6.854686,-0.134015
6.859685,0.462570
6.864685,-0.541357
6.869685,0.094258
6.874684,0.214964
6.879684,-0.578727
6.884684,-0.764737
6.889683,0.348332
6.894683,-0.636618
6.899683,0.462353
6.904682,-0.347092
6.909682,-0.876282
6.914681,0.377498
6.919681,-0.874279
6.924681,-0.514897
6.929680,-0.362863
6.934680,0.262281
6.939680,-0.776639
6.944679,-0.147323
6.949679,-0.347356
6.954679,-0.103782
6.959678,0.601332
6.964678,-0.269186
6.969677,0.390161
6.974677,0.716624
6.979677,0.809246
6.984676,0.623385
6.989676,0.265636
6.994676,0.522699
6.999675,0.044451
7.004675,0.088100
7.009675,-0.071543
7.014674,0.431046
7.019674,0.553177
7.024673,0.905762
7.029673,0.878534
7.034673,-0.384558
7.039672,-1.187624
7.044672,0.494729
7.049672,0.218725
7.054671,1.114154
7.059671,0.082773
7.064671,-0.304341
7.069670,0.018924
7.074670,0.070030
7.079669,-0.343414
7.084669,0.879692
7.089669,0.277846
7.094668,-0.167174
7.099668,-1.655778
7.104668,0.236788
7.109667,0.073954
7.114667,0.231305
7.119667,0.466023
7.124666,0.103465
7.129666,-0.420451
7.134665,-0.224017
7.139665,-0.207927
7.144665,0.826604
7.149664,-0.193899
7.154664,0.300053
7.159664,-0.122663
7.164663,-0.300377
7.169663,-0.065191
7.174663,0.425231
7.179662,-0.367812
7.184662,0.239050
7.189662,-0.047705
7.194661,0.051469
7.199661,0.224924
7.204660,-0.487299
7.209660,-0.015578
7.214660,0.087388
7.219659,1.605144
7.224659,-0.384071
7.229659,0.161298
7.234658,-0.557022
7.239658,0.592476
7.244658,0.044567
7.249657,0.286042
7.254657,0.481349
7.259656,0.619973
7.264656,0.586071
7.269656,0.103410
7.274655,0.233933
7.279655,0.224923
7.284655,0.143494
7.289654,-0.300395
7.294654,-0.135032
7.299654,0.362449
7.304653,-0.125817
7.309653,0.289476
7.314652,0.390326
7.319652,0.067297
7.324652,0.047980
7.329651,0.221385
7.334651,0.682002
7.339651,-0.449862
7.344650,0.306277
7.349650,-0.101453
7.354650,0.171307
7.359649,-0.134066
7.364649,-0.135979
7.369648,-0.413701
7.374648,0.284374
7.379648,-0.206002
7.384647,0.872330
7.389647,-0.283288
7.394647,-0.186936
7.399646,-0.080575
7.404646,-0.287267
7.409646,0.258252
7.414645,-0.542006
7.419645,0.027101
7.424644,0.134424
7.429644,0.644650
7.434644,-1.179230
7.439643,-0.361571
7.444643,-0.400704
7.449643,-0.272810
7.454642,0.155603
7.459642,0.080030
7.464642,0.222094
7.469641,-0.087499
7.474641,1.024507
7.479640,-0.921778
7.484640,-0.651631
7.489640,-0.155884
7.494639,0.198761
7.499639,0.142218
7.504639,0.017766
7.509638,0.064932
7.514638,-0.549655
7.519638,0.824826
7.524637,0.367381
7.529637,-0.055653
7.534636,-0.707850
7.539636,0.370413
7.544636,-0.491897
7.549635,0.083274
7.554635,0.367626
7.559635,0.376941
7.564634,0.050870
7.569634,-0.506028
7.574634,0.938139
7.579633,0.996811
7.584633,-0.209827
7.589633,-0.387191
7.594632,-0.375384
7.599632,0.334063
7.604631,-0.145727
7.609631,0.519754
7.614631,-0.560247
7.619630,0.059255
7.624630,0.037706
7.629630,0.120274
7.634629,0.147758
7.639629,0.573154
7.644629,0.967129
7.649628,-0.210223
7.654628,-0.551692
7.659627,-0.223961
7.664627,-0.114564
7.669627,-0.945723
7.674626,0.899025
7.679626,-0.989153
7.684626,-1.296322
7.689625,0.838026
7.694625,-0.460879
7.699625,-1.448328
7.704624,0.032854
7.709624,1.073156
7.714623,-0.177764
7.719623,-0.513427
7.724623,0.591756
7.729622,0.338000
7.734622,0.483683
7.739622,-0.151389
7.744621,-0.223885
7.749621,-0.063411
7.754621,0.104870
7.759620,-0.274092
7.764620,0.024709
7.769619,-0.797202
7.774619,0.054042
7.779619,-0.971213
7.784618,0.172031
7.789618,-0.489451
7.794618,-0.340567
7.799617,0.267798
7.804617,-0.307089
7.809617,-0.014163
7.814616,-0.213761
7.819616,-0.519958
7.824615,0.742593
7.829615,0.414637
7.834615,-0.356402
7.839614,-0.252341
7.844614,0.170340
7.849614,-0.249167
7.854613,0.009606
7.859613,0.310151
7.864613,0.223682
7.869612,0.786744
7.874612,0.023912
7.879611,0.471229
7.884611,-0.551784
7.889611,-0.165755
7.894610,0.789311
7.899610,-0.471760
7.904610,-0.431631
7.909609,-0.662493
7.914609,-0.487204
7.919609,0.102343
7.924608,-0.148281
7.929608,0.258240
7.934608,-0.776197
7.939607,0.331755
7.944607,0.364322
7.949606,0.359211
7.954606,-0.639801
7.959606,0.137055
7.964605,-0.052357
7.969605,0.032663
7.974605,0.325927
7.979604,-1.173197
7.984604,0.417751
7.989604,-0.197753
7.994603,-0.091477
7.999603,-0.405445
8.004604,0.027153
8.009606,0.030721
8.014608,0.978871
8.019610,0.077576
8.024612,0.486728
8.029614,-0.091560
8.034616,0.544871
8.039618,-0.323597
8.044621,-0.340953
8.049623,-1.028952
