MsgID.GLOBAL_POSITION,1520227543.0306079,-121.9939449,37.4137407,0.0420000
MsgID.LOCAL_VELOCITY,1520227543.0306079,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520227543.0308459,0.2807415,-0.9134662,-0.0420547
MsgID.LOCAL_VELOCITY,1520227543.0308459,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1520227543.0311570,False,False
MsgID.GLOBAL_HOME,1520227543.0323191,-121.9939346,37.4137382,0.0000000
MsgID.GLOBAL_POSITION,1520227543.0325840,-121.9939457,37.4137390,0.0080000
MsgID.LOCAL_VELOCITY,1520227543.0325840,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520227543.0328269,0.0898077,-0.9846812,-0.0084132
MsgID.LOCAL_VELOCITY,1520227543.0328269,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520227543.0330110,-121.9939464,37.4137391,-0.0240000
MsgID.LOCAL_VELOCITY,1520227543.0330110,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520227543.0331810,0.1014233,-1.0477731,0.0246588
MsgID.LOCAL_VELOCITY,1520227543.0331810,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520227543.0333860,-121.9939444,37.4137392,-0.0560000
MsgID.LOCAL_VELOCITY,1520227543.0333860,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520227543.0335512,0.1129678,-0.8713601,0.0568153
MsgID.LOCAL_VELOCITY,1520227543.0335512,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520227543.0336940,-121.9939443,37.4137382,-0.0810000
MsgID.LOCAL_VELOCITY,1520227543.0336940,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520227543.0338309,-0.0012937,-0.8682350,0.0814739
MsgID.LOCAL_VELOCITY,1520227543.0338309,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1520227543.0341840,False,False
MsgID.GLOBAL_HOME,1520227543.0347872,-121.9939346,37.4137382,0.0000000
MsgID.GLOBAL_POSITION,1520227543.0349300,-121.9939445,37.4137393,-0.0960000
MsgID.LOCAL_VELOCITY,1520227543.0349300,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520227543.0350621,0.1212915,-0.8819461,0.0967959
MsgID.LOCAL_VELOCITY,1520227543.0350621,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520227543.0352130,-121.9939447,37.4137398,-0.1040000
MsgID.LOCAL_VELOCITY,1520227543.0352130,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520227543.0353360,0.1788136,-0.8958332,0.1048302
MsgID.LOCAL_VELOCITY,1520227543.0353360,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520227543.0354791,-121.9939447,37.4137396,-0.1030000
MsgID.LOCAL_VELOCITY,1520227543.0354791,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520227543.0356159,0.1510744,-0.9005519,0.1034563
